BuildingType,Electricity(kBtu),GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,NaturalGas(kBtu),Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),buildingAge
NonResidential,1110079.0,6.01,Other,47.72032,"Other, Retail Store",-122.29507,2388136.0,NORTH,1.0,20474.0,Other,22405.0,0.0,22405.0,324.0,326.2000122,0.0,134.57,1.0,14000.0,37.0,229.3999939,234.8999939,5089083.0,5211179.5,67.0
School,632722.0,1.32,Other,47.72606,Other,-122.28747,729072.0,NORTH,1.0,20494.0,Other,32590.0,0.0,32590.0,84.5,89.09999847,0.0,43.13,1.0,19277.0,74.66666666666667,47.09999847,46.79999924,1219744.75,1212529.75,3.0
NonResidential,1799898.0,0.35,Non-Refrigerated Warehouse,47.552,Non-Refrigerated Warehouse,-122.32262,11608.0,GREATER DUWAMISH,1.0,20500.0,Warehouse,37500.0,0.0,37500.0,92.19999695,97.19999695,0.0,13.16,1.0,17804.0,57.0,48.90000153,51.09999847,1467060.25,1533262.0,31.0
NonResidential,2275174.0,0.87,Medical Office,47.60132,Medical Office,-122.30477,340073.0,CENTRAL,2.0,20503.0,Medical Office,39000.0,0.0,39000.0,192.3000031,193.3999939,0.0,33.92,1.0,20736.0,84.0,18.70000076,20.79999924,433871.0,484136.8125,26.0
NonResidential,2671917.0,6.63,Other - Mall,47.56018,"Other - Mall, Restaurant",-122.38716,2417166.0,SOUTHWEST,1.0,20506.0,Other,22180.0,0.0,22180.0,492.7000122,496.2000122,0.0,147.0,1.0,29035.0,55.0,50.5,53.5,1921801.25,2035301.25,92.0
School,1167845.0,0.81,K-12 School,47.58547,K-12 School,-122.3151,631557.0,GREATER DUWAMISH,1.0,20515.0,K-12 School,51704.0,0.0,51704.0,83.69999695,87.09999847,0.0,41.68,1.0,21169.0,48.333333333333336,48.5,50.40000153,1237655.25,1286488.75,45.0
NonResidential,1133481.0,0.48,Distribution Center,47.58513,"Distribution Center, Office, Refrigerated Warehouse",-122.30645,86264.0,GREATER DUWAMISH,1.0,20519.0,Distribution Center,25920.0,0.0,25920.0,140.8000031,138.8000031,0.0,12.48,1.0,20047.0,83.0,5.900000095,6.400000095,117438.3984,128383.8984,47.0
NonResidential,741287.0,0.2,Refrigerated Warehouse,47.58528,Refrigerated Warehouse,-122.30595,0.0,GREATER DUWAMISH,1.0,20520.0,Refrigerated Warehouse,25480.0,0.0,25480.0,91.40000153,91.40000153,0.0,5.17,1.0,37080.0,62.0,31.29999924,33.29999924,1162007.625,1235777.0,63.0
NonResidential,2216816.0,0.64,Non-Refrigerated Warehouse,47.58482,Non-Refrigerated Warehouse,-122.30501,84227.0,GREATER DUWAMISH,2.0,20522.0,Warehouse,31000.0,0.0,31000.0,227.3999939,227.8999939,0.0,19.93,0.0,21772.0,47.0,36.29999924,38.09999847,791035.5,830420.0,46.0
NonResidential,1259195.0,0.67,Office,47.58528,"Non-Refrigerated Warehouse, Office",-122.305,207865.0,GREATER DUWAMISH,1.0,20523.0,Small- and Mid-Sized Office,29740.0,0.0,29740.0,139.0,141.3000031,0.0,19.82,1.0,20000.0,75.0,27.89999962,27.89999962,557863.6875,557863.6875,55.0
NonResidential,217294.0,0.56,Distribution Center,47.58607,"Distribution Center, Office, Retail Store",-122.30445,216577.0,GREATER DUWAMISH,1.0,20525.0,Distribution Center,23236.0,0.0,23236.0,39.20000076,41.40000153,0.0,13.02,1.0,32700.0,91.0,7.599999905,7.599999905,248616.0,248616.0,62.0
NonResidential,1799412.0,0.5,Office,47.58579,"K-12 School, Office, Retail Store",-122.3034,122389.0,SOUTHEAST,3.0,20526.0,Small- and Mid-Sized Office,38075.0,0.0,38075.0,151.8000031,161.1000061,0.0,19.04,1.0,38682.0,85.0,30.79999924,30.79999924,1618535.75,1618535.75,7.0
NonResidential,1085835.0,1.61,Office,47.5859,Office,-122.29957,1044839.0,SOUTHEAST,2.0,20531.0,Small- and Mid-Sized Office,39170.0,0.0,39170.0,126.9000015,130.1000061,0.0,63.06,1.0,33547.0,89.0,49.40000153,49.70000076,2531163.0,2546467.25,46.0
NonResidential,1441665.0,0.28,Other - Recreation,47.58476,Other - Recreation,-122.29765,0.0,SOUTHEAST,1.0,20532.0,Other,36070.0,0.0,36070.0,68.0,72.69999695,0.0,10.05,1.0,14317.0,75.33333333333333,90.40000153,101.0,2332996.5,2607414.75,39.0
NonResidential,117438.0,0.04,Other - Services,47.56979,Other - Services,-122.29234,0.0,SOUTHEAST,2.0,20541.0,Other,20047.0,0.0,20047.0,18.39999962,20.10000038,0.0,0.82,2.0,30629.0,48.0,32.29999924,32.29999924,990361.5,990361.5,53.0
NonResidential,557864.0,0.19,Retail Store,47.57403,Retail Store,-122.3336,0.0,GREATER DUWAMISH,1.0,20552.0,Retail Store,20000.0,0.0,20000.0,87.59999847,87.59999847,0.0,3.89,1.0,24939.0,81.0,23.89999962,25.70000076,595978.0,640962.3125,102.0
NonResidential,248616.0,0.05,Non-Refrigerated Warehouse,47.5741,Non-Refrigerated Warehouse,-122.32541,0.0,GREATER DUWAMISH,2.0,20556.0,Warehouse,32400.0,0.0,32400.0,23.89999962,23.89999962,0.0,1.73,1.0,33987.0,92.0,7.199999809,7.199999809,243518.2031,243518.2031,61.0
NonResidential,4878886.0,9.85,Supermarket/Grocery Store,47.63776,"Parking, Supermarket/Grocery Store",-122.35606,4026400.0,MAGNOLIA / QUEEN ANNE,1.0,20565.0,Supermarket / Grocery Store,25159.0,0.0,25159.0,755.2000122,762.0,0.0,247.85,1.0,20400.0,69.66666666666667,52.40000153,62.90000153,1257033.5,1510110.25,54.0
NonResidential,884313.0,3.05,Other - Recreation,47.63629,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",-122.35922,1448683.0,MAGNOLIA / QUEEN ANNE,1.0,20573.0,Other,27247.0,0.0,27247.0,166.5,177.6999969,0.0,83.1,1.0,21560.0,83.33333333333333,19.79999924,21.10000038,752093.625,800420.6875,68.0
NonResidential,243518.0,0.06,Distribution Center,47.56489,Distribution Center,-122.3409,0.0,GREATER DUWAMISH,1.0,20604.0,Distribution Center,26680.0,0.0,26680.0,22.5,22.5,0.0,1.7,1.0,62565.0,58.0,45.5,49.29999924,2845068.0,3083156.75,61.0
NonResidential,720945.0,1.96,Non-Refrigerated Warehouse,47.56447,Non-Refrigerated Warehouse,-122.35335,1067203.0,DELRIDGE,1.0,20605.0,Warehouse,31521.0,0.0,31521.0,107.4000015,110.9000015,0.0,61.71,1.0,34924.0,79.0,21.70000076,22.60000038,757167.3125,789781.5,63.0
NonResidential,436193.0,1.94,Non-Refrigerated Warehouse,47.56982,"Non-Refrigerated Warehouse, Office",-122.33479,820840.0,GREATER DUWAMISH,1.0,20613.0,Warehouse,24000.0,0.0,24000.0,93.0,104.0999985,0.0,46.64,1.0,22612.0,87.0,32.29999924,37.79999924,731321.8125,854810.625,65.0
NonResidential,112187.0,3.0,Self-Storage Facility,47.56487,Self-Storage Facility,-122.34181,1221451.0,GREATER DUWAMISH,1.0,20614.0,Self-Storage Facility,21900.0,0.0,21900.0,74.59999847,90.0,0.0,65.65,1.0,27076.0,75.0,25.60000038,26.60000038,693045.0,720615.3125,64.0
NonResidential,632708.0,0.28,Non-Refrigerated Warehouse,47.56897,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",-122.33617,119386.0,GREATER DUWAMISH,1.0,20618.0,Warehouse,38005.0,0.0,38005.0,55.59999847,57.59999847,0.0,10.75,2.0,59227.0,58.0,38.70000076,42.79999924,2294737.25,2532214.25,55.0
NonResidential,416047.0,1.1,Distribution Center,47.5678,Distribution Center,-122.33622,680599.0,GREATER DUWAMISH,1.0,20620.0,Distribution Center,35579.0,0.0,35579.0,56.79999924,61.59999847,0.0,39.05,1.0,38787.0,66.0,82.59999847,90.59999847,3204685.5,3513828.25,18.0
NonResidential,238970.0,0.03,Distribution Center,47.57382,Distribution Center,-122.32672,0.0,GREATER DUWAMISH,1.0,20626.0,Distribution Center,49950.0,0.0,49950.0,15.0,15.0,0.0,1.67,1.0,23545.0,12.0,51.59999847,60.90000153,1577040.875,1861291.25,41.0
School,1151755.0,0.82,K-12 School,47.6315,K-12 School,-122.30761,803258.0,EAST,3.0,20645.0,K-12 School,62078.0,0.0,62078.0,71.80000305,77.5,0.0,50.69,1.0,28380.0,93.0,27.20000076,30.0,770736.125,852791.875,15.0
NonResidential,156920.0,1.4,Worship Facility,47.63927,Worship Facility,-122.4032,574402.0,MAGNOLIA / QUEEN ANNE,2.0,20659.0,Worship Facility,22612.0,0.0,22612.0,48.5,54.90000153,0.0,31.6,1.0,26044.0,86.0,42.90000153,44.40000153,1116475.125,1155251.5,69.0
NonResidential,2225423.0,1.74,Automobile Dealership,47.72599,"Automobile Dealership, Parking",-122.29314,979262.0,NORTH,2.0,20685.0,Other,38787.0,0.0,38787.0,206.6999969,215.0,0.0,67.52,1.0,21376.0,79.0,51.79999924,54.90000153,1106701.0,1174086.875,40.0
NonResidential,247692.0,0.57,Self-Storage Facility,47.72356,Self-Storage Facility,-122.29378,505583.0,NORTH,2.0,20686.0,Self-Storage Facility,50368.0,0.0,50368.0,26.0,29.20000076,0.0,28.58,1.0,28940.0,19.0,66.09999847,73.09999847,1913558.375,2114189.5,28.0
NonResidential,481781.0,2.01,Non-Refrigerated Warehouse,47.55302,"Non-Refrigerated Warehouse, Office",-122.33605,1095260.0,GREATER DUWAMISH,1.0,20707.0,Warehouse,30545.0,0.0,30545.0,87.19999695,97.30000305,0.0,61.53,1.0,33550.0,99.0,29.0,32.70000076,971990.3125,1095913.75,78.0
NonResidential,472481.0,0.91,K-12 School,47.63111,K-12 School,-122.35814,499509.0,MAGNOLIA / QUEEN ANNE,3.0,20735.0,K-12 School,32691.0,0.0,32691.0,59.90000153,65.19999695,0.0,29.82,1.0,31956.0,16.0,38.79999924,41.0,1239315.375,1309943.875,94.0
NonResidential,219393.0,1.96,Worship Facility,47.63159,Worship Facility,-122.35839,867285.0,MAGNOLIA / QUEEN ANNE,2.0,20743.0,Worship Facility,24227.0,0.0,24227.0,61.0,67.09999847,0.0,47.59,1.0,27296.0,95.0,22.5,23.10000038,613684.125,629537.1875,53.0
NonResidential,341140.0,0.7,Distribution Center,47.54365,Distribution Center,-122.30785,310153.0,GREATER DUWAMISH,1.0,20768.0,Distribution Center,27000.0,0.0,27000.0,51.70000076,55.0,0.0,18.85,1.0,95501.0,88.0,31.5,34.0,3009967.0,3244148.0,60.0
School,2100632.0,0.66,K-12 School,47.64252,K-12 School,-122.32418,909335.0,LAKE UNION,3.0,20811.0,K-12 School,95501.0,0.0,95501.0,79.09999847,81.59999847,0.0,62.94,1.0,20148.0,44.666666666666664,58.40000153,58.40000153,1176032.125,1176032.125,17.0
NonResidential,361542.0,0.12,Office,47.64243,"Office, Parking",-122.32618,0.0,LAKE UNION,2.0,20815.0,Small- and Mid-Sized Office,21183.0,0.0,21183.0,81.40000153,81.40000153,0.0,2.52,1.0,21118.0,49.0,64.5,67.59999847,1361427.75,1427645.0,59.0
NonResidential,735889.0,0.21,Office,47.64428,"Office, Parking",-122.32627,19729.0,LAKE UNION,3.0,20818.0,Small- and Mid-Sized Office,25558.0,3834.0,29392.0,79.30000305,84.5,0.0,6.18,1.0,101941.0,98.0,32.0,40.79999924,4489661.0,4515744.5,55.0
NonResidential,4704936.0,0.24,Office,47.6465,"Office, Other, Parking",-122.3252,0.0,LAKE UNION,5.0,20836.0,Large Office,82234.0,55504.0,137738.0,179.6999969,184.8999939,0.0,32.8,1.0,198646.0,1.0,89.09999847,92.5,18353916.0,19058412.0,31.0
NonResidential,710939.0,1.87,Residence Hall/Dormitory,47.65014,Residence Hall/Dormitory,-122.34424,650489.0,LAKE UNION,3.0,20861.0,Residence Hall,21118.0,0.0,21118.0,138.1000061,145.5,0.0,39.5,1.0,23100.0,98.0,33.29999924,37.90000153,770333.0,875049.6875,28.0
NonResidential,3601473.0,0.35,Office,47.64868,"Office, Other, Parking, Restaurant",-122.34254,887828.0,LAKE UNION,5.0,20868.0,Large Office,126842.0,79284.0,206126.0,110.5999985,108.4000015,0.0,72.26,1.0,33780.0,43.0,76.80000305,87.59999847,2595783.5,2959193.75,3.0
NonResidential,1282333.0,0.55,Office,47.64866,Office,-122.34509,43845.0,LAKE UNION,2.0,20871.0,Small- and Mid-Sized Office,20500.0,0.0,20500.0,198.6999969,198.6999969,0.0,11.27,1.0,36066.0,78.0,41.5,42.70000076,1713051.875,1764505.375,116.0
NonResidential,3561375.0,13.88,Senior Care Community,47.69875,"Parking, Senior Care Community",-122.36725,8587344.0,BALLARD,2.0,20885.0,Senior Care Community,3636.0,31000.0,34636.0,561.0999756,587.9000244,0.0,480.9,1.0,48789.0,94.0,26.60000038,29.10000038,1298307.625,1419585.125,50.0
NonResidential,361384.0,0.61,Worship Facility,47.67485,Worship Facility,-122.29284,243802.0,NORTHEAST,2.0,20888.0,Worship Facility,25521.0,0.0,25521.0,54.5,58.90000153,0.0,15.47,1.0,35070.0,1.0,66.80000305,71.30000305,2342494.25,2499524.5,86.0
NonResidential,486316.0,2.94,K-12 School,47.67485,K-12 School,-122.29284,1219199.0,NORTHEAST,1.0,20890.0,K-12 School,23190.0,0.0,23190.0,121.0999985,131.1999969,0.0,68.14,1.0,33105.0,79.0,52.09999847,58.09999847,1725336.25,1924436.0,30.0
NonResidential,179517.0,1.58,Office,47.68602,Office,-122.35674,590816.0,NORTHWEST,1.0,20916.0,Small- and Mid-Sized Office,20678.0,0.0,20678.0,51.29999924,56.59999847,0.0,32.63,1.0,31800.0,69.0,36.79999924,39.40000153,1471914.25,1575328.25,56.0
NonResidential,680757.0,3.69,K-12 School,47.68642,K-12 School,-122.35707,1915026.0,NORTHWEST,3.0,20917.0,K-12 School,28820.0,0.0,28820.0,122.8000031,135.6999969,0.0,106.45,1.0,27185.0,67.0,46.70000076,48.70000076,1269367.5,1322894.5,94.0
NonResidential,611581.0,2.47,Worship Facility,47.51042,Worship Facility,-122.26277,1218400.0,SOUTHEAST,2.0,20928.0,Worship Facility,27876.0,0.0,27876.0,71.40000153,78.5,0.0,68.97,1.0,23272.0,55.666666666666664,69.09999847,71.69999695,1787119.0,1853911.875,62.0
School,857142.0,0.6,K-12 School,47.63796,K-12 School,-122.34897,441165.0,MAGNOLIA / QUEEN ANNE,1.0,20930.0,K-12 School,48789.0,0.0,48789.0,64.69999695,69.40000153,0.0,29.41,1.0,24988.0,41.0,96.0,100.0,2399353.5,2498335.25,91.0
School,473807.0,2.11,K-12 School,47.55818,K-12 School,-122.28712,1251530.0,SOUTHEAST,1.0,20967.0,K-12 School,33105.0,0.0,33105.0,84.59999847,91.5,0.0,69.77,1.0,21436.0,95.0,24.89999962,26.10000038,534703.6875,558727.875,91.0
NonResidential,2708255.0,4.81,Senior Care Community,47.55387,"Parking, Senior Care Community",-122.27875,4074180.0,SOUTHEAST,2.0,20970.0,Senior Care Community,41649.0,7233.0,48882.0,304.8999939,311.6000061,0.0,235.26,1.0,7245.0,73.33333333333333,31.10000038,34.09999847,630250.125,690322.6875,50.0
NonResidential,439066.0,0.14,Non-Refrigerated Warehouse,47.55374,Non-Refrigerated Warehouse,-122.32498,0.0,GREATER DUWAMISH,1.0,20976.0,Warehouse,22320.0,0.0,22320.0,61.79999924,65.0,0.0,3.06,1.0,22448.0,86.0,22.60000038,23.79999924,508014.5938,535377.5,39.0
NonResidential,4233850.0,7.39,Manufacturing/Industrial Plant,47.55297,Manufacturing/Industrial Plant,-122.32472,6000871.0,GREATER DUWAMISH,1.0,20978.0,Other,47105.0,0.0,47105.0,432.3999939,432.3999939,0.0,348.22,1.0,24335.0,94.0,36.70000076,37.70000076,1010967.688,1039085.375,40.0
NonResidential,1471914.0,0.26,Office,47.55316,"Non-Refrigerated Warehouse, Office",-122.32616,0.0,GREATER DUWAMISH,2.0,20979.0,Small- and Mid-Sized Office,40029.0,0.0,40029.0,115.5,123.6999969,0.0,10.26,1.0,38993.0,72.0,27.70000076,28.79999924,1275236.125,1325461.75,34.0
NonResidential,1269367.0,0.31,Office,47.55196,Office,-122.32518,0.0,GREATER DUWAMISH,2.0,20984.0,Small- and Mid-Sized Office,28304.0,0.0,28304.0,146.6000061,152.8000031,0.0,8.85,1.0,73266.0,50.0,42.0,44.70000076,3629065.75,3859690.5,46.0
NonResidential,452612.0,0.12,Other - Recreation,47.55168,"Non-Refrigerated Warehouse, Other - Recreation",-122.32459,0.0,GREATER DUWAMISH,1.0,20985.0,Other,26400.0,0.0,26400.0,51.20000076,51.20000076,0.0,3.16,1.0,26295.0,94.0,42.79999924,46.20000076,1126157.25,1214408.75,46.0
NonResidential,642420.0,2.34,Non-Refrigerated Warehouse,47.55049,"Non-Refrigerated Warehouse, Office",-122.32382,1136012.0,GREATER DUWAMISH,1.0,20986.0,Warehouse,27680.0,0.0,27680.0,116.0,121.3000031,0.0,64.81,1.0,48152.0,60.333333333333336,127.0999985,134.8999939,6458021.5,6853384.5,48.0
NonResidential,1064725.0,1.77,Office,47.55145,"Non-Refrigerated Warehouse, Office",-122.32635,722394.0,GREATER DUWAMISH,2.0,20987.0,Small- and Mid-Sized Office,25872.0,0.0,25872.0,158.5,162.3000031,0.0,45.79,1.0,32536.0,80.0,54.90000153,58.79999924,2151376.5,2303810.5,47.0
NonResidential,985457.0,3.17,Office,47.55127,Office,-122.32576,1413896.0,GREATER DUWAMISH,2.0,20988.0,Small- and Mid-Sized Office,25872.0,0.0,25872.0,183.1999969,187.0,0.0,81.96,1.0,46580.0,69.33333333333333,15.19999981,16.70000076,710275.375,778702.125,47.0
NonResidential,222600.0,0.08,Non-Refrigerated Warehouse,47.55127,Non-Refrigerated Warehouse,-122.32576,0.0,GREATER DUWAMISH,1.0,20989.0,Warehouse,20500.0,0.0,20500.0,32.70000076,32.70000076,0.0,1.55,1.0,126965.0,67.0,57.90000153,62.0,8575114.0,9195011.0,47.0
NonResidential,534704.0,0.17,Office,47.6557,Office,-122.34682,0.0,LAKE UNION,2.0,21005.0,Small- and Mid-Sized Office,21436.0,0.0,21436.0,78.30000305,81.80000305,0.0,3.73,1.0,25920.0,5.0,18.5,18.5,478690.0938,478690.0938,58.0
NonResidential,331967.0,0.9,Office,47.65205,"Non-Refrigerated Warehouse, Office, Other",-122.3218,298283.0,NORTHEAST,1.0,21023.0,Mixed Use Property,20233.0,0.0,20233.0,67.0,70.09999847,0.0,18.16,1.0,91880.0,72.0,37.70000076,37.70000076,3752132.25,3752132.25,18.0
NonResidential,849654.0,0.36,Office,47.65178,"Multifamily Housing, Office, Parking, Retail Store",-122.351,161314.0,LAKE UNION,4.0,21057.0,Small- and Mid-Sized Office,27526.0,12400.0,39926.0,103.0999985,105.8000031,0.0,14.49,1.0,39705.666666666664,93.0,52.20000076,53.5,2897079.75,2968429.75,10.0
NonResidential,687472.0,0.89,Office,47.64904,"Office, Parking",-122.34609,438685.0,LAKE UNION,3.0,21088.0,Small- and Mid-Sized Office,23307.0,8110.0,31417.0,99.59999847,102.0999985,0.0,28.09,1.0,23995.0,75.0,74.80000305,81.09999847,1793851.375,1945839.625,31.0
NonResidential,710275.0,0.11,Self-Storage Facility,47.61179,Self-Storage Facility,-122.3404,0.0,DOWNTOWN,6.0,21095.0,Self-Storage Facility,46580.0,0.0,46580.0,47.90000153,52.5,0.0,4.95,1.0,885760.0,71.0,40.29999924,42.20000076,35685224.0,37380104.0,88.0
NonResidential,478690.0,0.13,Retail Store,47.61165,Retail Store,-122.34011,0.0,DOWNTOWN,2.0,21097.0,Retail Store,25920.0,0.0,25920.0,58.0,58.0,0.0,3.34,1.0,30971.0,78.0,91.19999695,96.0,2823184.0,2974354.25,100.0
NonResidential,867448.0,0.53,Retail Store,47.61236,Retail Store,-122.34144,144219.0,DOWNTOWN,2.0,21102.0,Retail Store,25920.0,0.0,25920.0,74.0,74.90000153,0.0,13.71,1.0,45975.0,28.0,99.40000153,111.6999969,4571746.5,5137569.0,97.0
NonResidential,2534592.0,0.6,,47.61203,Hotel,-122.34165,362488.0,DOWNTOWN,8.0,21103.0,Hotel,61721.0,0.0,61721.0,150.3999939,154.3999939,0.0,36.92,1.0,18740.0,37.666666666666664,65.80000305,69.09999847,2227638.25,2339649.75,106.0
NonResidential,1057542.0,1.79,Office,47.61297,Office,-122.34324,736309.0,DOWNTOWN,2.0,21108.0,Small- and Mid-Sized Office,25920.0,0.0,25920.0,170.6000061,177.3000031,0.0,46.48,1.0,15908.0,79.0,52.29999924,52.29999924,1291405.25,1291405.25,97.0
NonResidential,512225.0,3.77,Office,47.61098,Office,-122.32766,227114.0,EAST,4.0,21115.0,Small- and Mid-Sized Office,39760.0,0.0,39760.0,99.09999847,107.0,1739620.75,149.91,1.0,40313.0,95.0,38.70000076,38.70000076,1818867.875,1818867.875,91.0
NonResidential,1314572.0,3.06,Other,47.61109,Other,-122.32721,1277622.0,EAST,3.0,21116.0,Other,30971.0,0.0,30971.0,185.6000061,195.3999939,230989.2969,94.85,1.0,26532.0,5.0,72.90000153,85.19999695,1934224.25,2261229.0,96.0
NonResidential,1972293.0,6.55,Office,47.61063,Office,-122.32741,155501.0,EAST,3.0,21117.0,Small- and Mid-Sized Office,22667.0,0.0,22667.0,367.3999939,387.1000061,1639341.375,148.55,1.0,19600.0,78.66666666666667,25.70000076,27.0,576405.125,605182.6875,70.0
NonResidential,1244691.0,1.8,Non-Refrigerated Warehouse,47.64965,"Non-Refrigerated Warehouse, Office, Retail Store",-122.34913,982947.0,LAKE UNION,2.0,21119.0,Warehouse,33840.0,0.0,33840.0,146.0,149.5,0.0,60.88,1.0,36839.0,47.0,59.0,59.59999847,2173143.75,2195095.5,89.0
NonResidential,2439095.0,2.63,Multifamily Housing,47.6502,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",-122.34959,1754275.0,LAKE UNION,3.0,21122.0,Mixed Use Property,32601.0,9226.0,41827.0,227.1000061,229.5,0.0,110.17,1.0,22625.0,91.0,42.40000153,45.90000153,958798.3125,1038011.188,15.0
NonResidential,1291405.0,0.27,Office,47.65114,"Office, Parking, Retail Store",-122.34954,0.0,LAKE UNION,5.0,21125.0,Small- and Mid-Sized Office,27730.0,6010.0,33740.0,164.3999939,164.3999939,0.0,9.0,1.0,23600.0,82.0,32.90000153,35.59999847,776248.6875,839316.3125,15.0
NonResidential,264984.0,2.05,Retail Store,47.65115,"Hotel, Retail Store",-122.35024,756812.0,LAKE UNION,2.0,21129.0,Retail Store,20516.0,0.0,20516.0,89.59999847,93.30000305,0.0,42.04,1.0,19380.0,68.0,56.59999847,56.59999847,1739693.25,1739693.25,105.0
NonResidential,1215156.0,0.31,Retail Store,47.65019,"Office, Retail Store",-122.35013,0.0,LAKE UNION,3.0,21133.0,Retail Store,27480.0,0.0,27480.0,123.5,123.5,0.0,8.47,1.0,40067.0,43.0,57.5,57.5,2303732.75,2303732.75,110.0
NonResidential,1436548.0,0.65,Office,47.65061,"Bank Branch, Bar/Nightclub, Office, Parking",-122.35159,382320.0,LAKE UNION,1.0,21138.0,Mixed Use Property,46958.0,0.0,46958.0,104.5999985,104.5999985,0.0,30.32,1.0,25262.0,54.0,58.20000076,59.70000076,1469556.25,1508578.25,69.0
NonResidential,784585.0,2.51,Distribution Center,47.65214,Distribution Center,-122.356,1149639.0,LAKE UNION,1.0,21140.0,Distribution Center,26532.0,0.0,26532.0,138.3999939,148.1000061,0.0,66.53,0.0,38723.0,56.0,126.0,126.0,4877959.0,4879644.0,32.0
NonResidential,458439.0,0.42,Office,47.65186,"Multifamily Housing, Office",-122.35531,117966.0,LAKE UNION,2.0,21141.0,Small- and Mid-Sized Office,22388.0,0.0,22388.0,69.80000305,71.19999695,0.0,9.46,1.0,32739.0,57.0,49.5,54.5,1619177.125,1785202.125,35.0
NonResidential,1918002.0,2.39,Other,47.65138,Other,-122.35565,1132453.0,LAKE UNION,1.0,21142.0,Other,30730.0,0.0,30730.0,234.6999969,242.1000061,0.0,73.52,1.0,34545.0,29.0,67.0,67.0,2313978.75,2313978.75,47.0
NonResidential,2104103.0,0.52,Office,47.65297,"Office, Parking",-122.35839,69040.0,LAKE UNION,2.0,21145.0,Small- and Mid-Sized Office,35600.0,0.0,35600.0,181.3000031,181.8999939,0.0,18.34,1.0,70296.0,86.0,39.59999847,42.90000153,2782066.5,3018885.75,30.0
NonResidential,286965.0,1.33,Worship Facility,47.64905,"Other, Worship Facility",-122.36055,1512699.0,MAGNOLIA / QUEEN ANNE,3.0,21150.0,Worship Facility,62000.0,0.0,62000.0,40.0,46.09999847,0.0,82.34,2.0,35300.0,59.0,41.5,43.20000076,1856230.625,1931830.75,67.0
NonResidential,776249.0,0.23,Office,47.64805,Office,-122.35534,0.0,MAGNOLIA / QUEEN ANNE,2.0,21172.0,Small- and Mid-Sized Office,23600.0,0.0,23600.0,103.3000031,111.6999969,0.0,5.41,8.0,130247.0,76.0,31.5,33.29999924,4103027.5,4332793.5,35.0
NonResidential,2303732.0,0.4,Office,47.64976,Office,-122.35684,0.0,MAGNOLIA / QUEEN ANNE,3.0,21177.0,Small- and Mid-Sized Office,40067.0,0.0,40067.0,180.5,180.5,0.0,16.06,3.0,131732.0,80.0,30.70000076,32.20000076,4039667.0,4237653.5,30.0
NonResidential,1074989.0,0.28,Office,47.64976,Office,-122.35684,0.0,MAGNOLIA / QUEEN ANNE,3.0,21178.0,Small- and Mid-Sized Office,19497.0,6922.0,26419.0,127.8000031,127.8000031,0.0,7.49,1.0,57247.0,39.0,50.09999847,53.0,2870914.75,3031766.25,27.0
NonResidential,1174674.0,0.94,Office,47.64976,Office,-122.35684,294882.0,MAGNOLIA / QUEEN ANNE,3.0,21179.0,Small- and Mid-Sized Office,25262.0,0.0,25262.0,158.3000031,159.8999939,0.0,23.85,1.0,54192.0,49.333333333333336,29.20000076,29.89999962,1791865.75,1837475.875,37.0
NonResidential,4788878.0,0.72,Other,47.64975,Other,-122.35289,89080.0,LAKE UNION,3.0,21180.0,Other,53103.0,0.0,53103.0,390.7000122,390.7999878,0.0,38.12,1.0,30940.0,82.0,22.10000038,22.10000038,682632.3125,682632.3125,20.0
NonResidential,1619177.0,0.33,Office,47.64901,Office,-122.35516,0.0,MAGNOLIA / QUEEN ANNE,3.0,21181.0,Small- and Mid-Sized Office,34106.0,0.0,34106.0,155.3000031,171.1999969,0.0,11.29,1.0,92129.0,83.66666666666667,56.0,58.29999924,5155090.5,5368434.5,36.0
NonResidential,2313979.0,0.47,Office,47.64934,Office,-122.35592,0.0,MAGNOLIA / QUEEN ANNE,3.0,21182.0,Small- and Mid-Sized Office,34545.0,0.0,34545.0,210.3000031,210.3000031,0.0,16.13,1.0,151444.0,86.0,46.5,48.40000153,7539963.5,7849797.0,36.0
NonResidential,2782066.0,0.28,Office,47.64865,Office,-122.35435,0.0,MAGNOLIA / QUEEN ANNE,3.0,21183.0,Small- and Mid-Sized Office,70296.0,0.0,70296.0,124.3000031,134.8000031,0.0,19.39,1.0,20236.0,72.33333333333333,97.09999847,103.1999969,1965182.25,2089365.125,36.0
NonResidential,1217509.0,0.3,Office,47.59979,Office,-122.33339,0.0,DOWNTOWN,4.0,25660.0,Small- and Mid-Sized Office,27838.0,0.0,27838.0,137.3000031,142.6999969,0.0,8.49,1.0,27118.0,62.0,51.5,54.20000076,2050600.75,2158188.5,114.0
